physician_id,segment,specialty,region,formulary_tier,adoption_status,adoption_rate_pct,adopted_therapy,patient_panel_size,adopted_patients_est,untapped_patients_est,rep_visit_frequency_q,rep_coverage_band,digital_engagement_score,engagement_band,peer_influence_score,competitor_loyalty_score,patient_oop_cost_estimate,cost_band,pct_medicare_patients,years_in_practice,tenure_band
PHY100452,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,2 - Standard,Not adopted,15.6,0,155.0,24.0,131.0,3,Medium (2-3/qtr),100.0,High,59.8,63.6,53.0,Medium ($50-100),29.3,19.0,Senior (16+ yrs)
PHY100453,"White Space (High Potential, Under-Engaged)",Cardiology,South,1 - Preferred (low copay),Adopted,29.9,1,148.0,44.0,104.0,3,Medium (2-3/qtr),63.5,Medium,71.2,40.2,78.0,Medium ($50-100),31.0,14.0,Mid (6-15 yrs)
PHY100454,Access-Constrained,Cardiology,Northeast,3 - Restricted (high copay),Not adopted,6.1,0,180.0,11.0,169.0,3,Medium (2-3/qtr),74.9,High,38.5,66.5,104.0,High ($100+),10.2,25.0,Senior (16+ yrs)
PHY100455,"White Space (High Potential, Under-Engaged)",Cardiology,West,2 - Standard,Not adopted,11.3,0,148.0,17.0,131.0,0,Low (0-1/qtr),43.2,Medium,41.4,14.1,36.0,Low ($0-50),50.9,15.0,Mid (6-15 yrs)
PHY100456,Access-Constrained,Internal Medicine,South,2 - Standard,Not adopted,2.8,0,92.0,3.0,89.0,1,Low (0-1/qtr),28.2,Low,28.5,29.2,88.0,Medium ($50-100),55.9,14.0,Mid (6-15 yrs)
PHY100457,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,9.2,0,227.0,21.0,206.0,4,High (4+/qtr),43.1,Medium,39.6,8.7,96.0,Medium ($50-100),27.5,9.0,Mid (6-15 yrs)
PHY100458,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,2.0,0,225.0,4.0,221.0,1,Low (0-1/qtr),65.7,Medium,40.1,32.1,134.0,High ($100+),43.2,18.0,Senior (16+ yrs)
PHY100459,"White Space (High Potential, Under-Engaged)",Primary Care,West,1 - Preferred (low copay),Not adopted,21.4,0,231.0,49.0,182.0,4,High (4+/qtr),59.0,Medium,36.3,80.2,58.0,Medium ($50-100),34.0,17.0,Senior (16+ yrs)
PHY100460,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,8.0,0,88.0,7.0,81.0,3,Medium (2-3/qtr),58.9,Medium,35.2,91.2,51.0,Medium ($50-100),42.9,14.0,Mid (6-15 yrs)
PHY100461,Access-Constrained,Cardiology,Midwest,2 - Standard,Not adopted,2.2,0,198.0,4.0,194.0,3,Medium (2-3/qtr),45.3,Medium,44.6,54.7,135.0,High ($100+),28.6,8.0,Mid (6-15 yrs)
PHY100462,Access-Constrained,Internal Medicine,Midwest,2 - Standard,Not adopted,5.5,0,221.0,12.0,209.0,1,Low (0-1/qtr),41.8,Medium,44.3,37.2,85.0,Medium ($50-100),24.7,15.0,Mid (6-15 yrs)
PHY100463,"White Space (High Potential, Under-Engaged)",Endocrinology,West,1 - Preferred (low copay),Not adopted,10.9,0,118.0,13.0,105.0,0,Low (0-1/qtr),46.0,Medium,87.5,45.6,78.0,Medium ($50-100),53.8,14.0,Mid (6-15 yrs)
PHY100464,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,4.7,0,181.0,9.0,172.0,6,High (4+/qtr),65.9,Medium,42.1,59.5,97.0,Medium ($50-100),37.0,5.0,Early (0-5 yrs)
PHY100465,Advocates (High Adopters),Primary Care,West,1 - Preferred (low copay),Not adopted,16.9,0,173.0,29.0,144.0,5,High (4+/qtr),68.5,High,56.9,18.7,77.0,Medium ($50-100),68.3,4.0,Early (0-5 yrs)
PHY100466,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,5.6,0,291.0,16.0,275.0,3,Medium (2-3/qtr),27.9,Low,38.5,38.6,24.0,Low ($0-50),38.7,18.0,Senior (16+ yrs)
PHY100467,Advocates (High Adopters),Internal Medicine,West,2 - Standard,Adopted,5.8,1,295.0,17.0,278.0,4,High (4+/qtr),66.8,High,38.2,78.7,73.0,Medium ($50-100),24.1,1.0,Early (0-5 yrs)
PHY100468,Access-Constrained,Cardiology,South,3 - Restricted (high copay),Not adopted,4.7,0,80.0,4.0,76.0,3,Medium (2-3/qtr),35.7,Medium,15.9,29.1,80.0,Medium ($50-100),56.4,15.0,Mid (6-15 yrs)
PHY100469,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,1.9,0,330.0,6.0,324.0,2,Medium (2-3/qtr),60.3,Medium,18.6,35.0,95.0,Medium ($50-100),47.5,11.0,Mid (6-15 yrs)
PHY100470,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,1.9,0,125.0,2.0,123.0,1,Low (0-1/qtr),45.8,Medium,25.9,50.3,116.0,High ($100+),48.9,23.0,Senior (16+ yrs)
PHY100471,Advocates (High Adopters),Primary Care,Midwest,2 - Standard,Not adopted,13.5,0,239.0,32.0,207.0,5,High (4+/qtr),84.4,High,53.7,55.7,70.0,Medium ($50-100),55.9,11.0,Mid (6-15 yrs)
PHY100472,Advocates (High Adopters),Cardiology,Midwest,2 - Standard,Not adopted,22.6,0,238.0,54.0,184.0,5,High (4+/qtr),40.8,Medium,71.5,37.5,103.0,High ($100+),28.2,19.0,Senior (16+ yrs)
PHY100473,Access-Constrained,Cardiology,South,2 - Standard,Not adopted,1.6,0,120.0,2.0,118.0,2,Medium (2-3/qtr),53.9,Medium,14.3,51.5,123.0,High ($100+),36.1,11.0,Mid (6-15 yrs)
PHY100474,"White Space (High Potential, Under-Engaged)",Endocrinology,Northeast,1 - Preferred (low copay),Not adopted,22.5,0,210.0,47.0,163.0,2,Medium (2-3/qtr),63.3,Medium,39.0,62.2,59.0,Medium ($50-100),35.4,15.0,Mid (6-15 yrs)
PHY100475,Access-Constrained,Endocrinology,Midwest,2 - Standard,Not adopted,1.6,0,174.0,3.0,171.0,2,Medium (2-3/qtr),30.8,Low,22.7,89.2,110.0,High ($100+),18.6,19.0,Senior (16+ yrs)
PHY100476,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,1.6,0,213.0,3.0,210.0,3,Medium (2-3/qtr),48.4,Medium,44.7,47.5,123.0,High ($100+),34.0,11.0,Mid (6-15 yrs)
PHY100477,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,5.6,0,194.0,11.0,183.0,2,Medium (2-3/qtr),44.1,Medium,71.5,49.2,88.0,Medium ($50-100),58.0,21.0,Senior (16+ yrs)
PHY100478,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,3.2,0,252.0,8.0,244.0,3,Medium (2-3/qtr),38.7,Medium,41.1,80.5,104.0,High ($100+),41.6,7.0,Mid (6-15 yrs)
PHY100479,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,8.5,0,185.0,16.0,169.0,7,High (4+/qtr),40.3,Medium,49.0,39.0,131.0,High ($100+),17.8,16.0,Senior (16+ yrs)
PHY100480,Access-Constrained,Primary Care,Midwest,2 - Standard,Not adopted,30.6,0,170.0,52.0,118.0,3,Medium (2-3/qtr),74.5,High,79.1,23.5,69.0,Medium ($50-100),14.7,20.0,Senior (16+ yrs)
PHY100481,"White Space (High Potential, Under-Engaged)",Cardiology,Midwest,1 - Preferred (low copay),Not adopted,19.2,0,246.0,47.0,199.0,2,Medium (2-3/qtr),36.8,Medium,59.2,55.0,36.0,Low ($0-50),63.0,19.0,Senior (16+ yrs)
PHY100482,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,2 - Standard,Not adopted,3.0,0,215.0,6.0,209.0,0,Low (0-1/qtr),62.5,Medium,34.8,71.5,60.0,Medium ($50-100),36.6,27.0,Senior (16+ yrs)
PHY100483,Access-Constrained,Endocrinology,South,3 - Restricted (high copay),Not adopted,2.2,0,224.0,5.0,219.0,5,High (4+/qtr),56.9,Medium,53.2,57.2,135.0,High ($100+),28.3,9.0,Mid (6-15 yrs)
PHY100484,Access-Constrained,Cardiology,West,1 - Preferred (low copay),Not adopted,5.4,0,140.0,8.0,132.0,3,Medium (2-3/qtr),19.3,Low,33.4,48.1,88.0,Medium ($50-100),33.9,4.0,Early (0-5 yrs)
PHY100485,Advocates (High Adopters),Primary Care,West,2 - Standard,Not adopted,17.0,0,117.0,20.0,97.0,4,High (4+/qtr),61.4,Medium,58.4,21.0,72.0,Medium ($50-100),15.8,7.0,Mid (6-15 yrs)
PHY100486,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,22.5,0,146.0,33.0,113.0,1,Low (0-1/qtr),18.9,Low,60.3,48.8,7.0,Low ($0-50),59.3,19.0,Senior (16+ yrs)
PHY100487,"White Space (High Potential, Under-Engaged)",Endocrinology,Midwest,1 - Preferred (low copay),Not adopted,8.6,0,143.0,12.0,131.0,1,Low (0-1/qtr),63.8,Medium,22.7,74.7,43.0,Low ($0-50),32.1,17.0,Senior (16+ yrs)
PHY100488,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,1.9,0,227.0,4.0,223.0,4,High (4+/qtr),38.8,Medium,53.5,25.3,124.0,High ($100+),58.5,15.0,Mid (6-15 yrs)
PHY100489,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,9.4,0,239.0,22.0,217.0,4,High (4+/qtr),50.2,Medium,47.6,45.1,83.0,Medium ($50-100),38.8,6.0,Mid (6-15 yrs)
PHY100490,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,5.6,0,171.0,10.0,161.0,4,High (4+/qtr),21.5,Low,60.9,42.3,90.0,Medium ($50-100),59.4,19.0,Senior (16+ yrs)
PHY100491,Advocates (High Adopters),Primary Care,South,1 - Preferred (low copay),Adopted,55.9,1,266.0,149.0,117.0,6,High (4+/qtr),52.7,Medium,66.6,36.0,47.0,Low ($0-50),41.9,5.0,Early (0-5 yrs)
PHY100492,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,2.3,0,262.0,6.0,256.0,4,High (4+/qtr),70.4,High,59.5,55.0,135.0,High ($100+),50.8,22.0,Senior (16+ yrs)
PHY100493,Advocates (High Adopters),Endocrinology,Midwest,1 - Preferred (low copay),Not adopted,11.8,0,195.0,23.0,172.0,4,High (4+/qtr),32.2,Low,43.9,58.9,69.0,Medium ($50-100),48.8,34.0,Senior (16+ yrs)
PHY100494,Access-Constrained,Primary Care,Midwest,2 - Standard,Not adopted,3.8,0,131.0,5.0,126.0,3,Medium (2-3/qtr),36.6,Medium,68.7,58.7,100.0,Medium ($50-100),47.3,17.0,Senior (16+ yrs)
PHY100495,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Adopted,8.3,1,275.0,23.0,252.0,1,Low (0-1/qtr),60.0,Medium,32.5,30.5,64.0,Medium ($50-100),43.2,18.0,Senior (16+ yrs)
PHY100496,Advocates (High Adopters),Primary Care,Northeast,1 - Preferred (low copay),Not adopted,9.9,0,176.0,17.0,159.0,6,High (4+/qtr),60.6,Medium,23.6,17.1,73.0,Medium ($50-100),34.5,11.0,Mid (6-15 yrs)
PHY100497,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,0.5,0,188.0,1.0,187.0,4,High (4+/qtr),0.0,Low,0.0,55.2,96.0,Medium ($50-100),66.7,1.0,Early (0-5 yrs)
PHY100498,"White Space (High Potential, Under-Engaged)",Endocrinology,South,1 - Preferred (low copay),Adopted,53.9,1,160.0,86.0,74.0,3,Medium (2-3/qtr),94.3,High,48.6,39.9,37.0,Low ($0-50),24.4,10.0,Mid (6-15 yrs)
PHY100499,Access-Constrained,Primary Care,Midwest,2 - Standard,Not adopted,4.4,0,127.0,6.0,121.0,4,High (4+/qtr),61.6,Medium,33.6,86.8,94.0,Medium ($50-100),38.1,6.0,Mid (6-15 yrs)
PHY100500,Advocates (High Adopters),Primary Care,Northeast,1 - Preferred (low copay),Adopted,6.3,1,92.0,6.0,86.0,5,High (4+/qtr),65.3,Medium,58.0,87.7,80.0,Medium ($50-100),38.2,4.0,Early (0-5 yrs)
PHY100501,Access-Constrained,Internal Medicine,South,2 - Standard,Not adopted,0.5,0,218.0,1.0,217.0,2,Medium (2-3/qtr),46.8,Medium,10.6,89.8,114.0,High ($100+),44.0,26.0,Senior (16+ yrs)
PHY100502,Access-Constrained,Internal Medicine,South,3 - Restricted (high copay),Not adopted,1.8,0,133.0,2.0,131.0,3,Medium (2-3/qtr),9.2,Low,37.1,31.2,120.0,High ($100+),31.6,16.0,Senior (16+ yrs)
PHY100503,Advocates (High Adopters),Primary Care,Midwest,2 - Standard,Not adopted,6.8,0,364.0,25.0,339.0,4,High (4+/qtr),64.8,Medium,59.4,61.4,61.0,Medium ($50-100),42.7,17.0,Senior (16+ yrs)
PHY100504,"White Space (High Potential, Under-Engaged)",Primary Care,West,1 - Preferred (low copay),Not adopted,6.9,0,115.0,8.0,107.0,0,Low (0-1/qtr),37.6,Medium,29.4,67.4,40.0,Low ($0-50),35.5,12.0,Mid (6-15 yrs)
PHY100505,"White Space (High Potential, Under-Engaged)",Primary Care,West,2 - Standard,Not adopted,12.0,0,105.0,13.0,92.0,2,Medium (2-3/qtr),62.0,Medium,58.2,65.2,74.0,Medium ($50-100),14.3,13.0,Mid (6-15 yrs)
PHY100506,Access-Constrained,Endocrinology,South,3 - Restricted (high copay),Not adopted,6.3,0,211.0,13.0,198.0,5,High (4+/qtr),45.2,Medium,38.9,42.9,115.0,High ($100+),38.1,21.0,Senior (16+ yrs)
PHY100507,"White Space (High Potential, Under-Engaged)",Internal Medicine,South,1 - Preferred (low copay),Not adopted,9.6,0,272.0,26.0,246.0,3,Medium (2-3/qtr),55.2,Medium,49.3,75.6,57.0,Medium ($50-100),21.5,14.0,Mid (6-15 yrs)
PHY100508,Advocates (High Adopters),Primary Care,Northeast,1 - Preferred (low copay),Adopted,28.3,1,184.0,52.0,132.0,8,High (4+/qtr),33.0,Low,61.9,50.0,32.0,Low ($0-50),12.0,18.0,Senior (16+ yrs)
PHY100509,Access-Constrained,Cardiology,West,3 - Restricted (high copay),Not adopted,9.1,0,214.0,19.0,195.0,2,Medium (2-3/qtr),69.0,High,69.1,52.6,82.0,Medium ($50-100),40.1,13.0,Mid (6-15 yrs)
PHY100510,Advocates (High Adopters),Cardiology,Midwest,1 - Preferred (low copay),Not adopted,48.7,0,69.0,34.0,35.0,5,High (4+/qtr),23.9,Low,51.8,19.2,8.0,Low ($0-50),45.3,12.0,Mid (6-15 yrs)
PHY100511,"White Space (High Potential, Under-Engaged)",Internal Medicine,West,2 - Standard,Not adopted,15.2,0,139.0,21.0,118.0,2,Medium (2-3/qtr),99.4,High,33.7,62.9,7.0,Low ($0-50),45.9,4.0,Early (0-5 yrs)
PHY100512,Access-Constrained,Cardiology,South,3 - Restricted (high copay),Not adopted,10.1,0,116.0,12.0,104.0,1,Low (0-1/qtr),99.2,High,40.8,44.8,107.0,High ($100+),46.5,1.0,Early (0-5 yrs)
PHY100513,Access-Constrained,Endocrinology,Northeast,1 - Preferred (low copay),Not adopted,30.3,0,66.0,20.0,46.0,2,Medium (2-3/qtr),85.9,High,62.7,59.3,118.0,High ($100+),9.0,12.0,Mid (6-15 yrs)
PHY100514,Access-Constrained,Endocrinology,Northeast,2 - Standard,Not adopted,4.5,0,187.0,8.0,179.0,3,Medium (2-3/qtr),78.1,High,29.6,54.7,130.0,High ($100+),17.6,14.0,Mid (6-15 yrs)
PHY100515,"White Space (High Potential, Under-Engaged)",Cardiology,South,2 - Standard,Not adopted,14.1,0,45.0,6.0,39.0,0,Low (0-1/qtr),48.1,Medium,46.4,53.6,61.0,Medium ($50-100),67.6,5.0,Early (0-5 yrs)
PHY100516,Advocates (High Adopters),Endocrinology,South,2 - Standard,Not adopted,11.9,0,101.0,12.0,89.0,5,High (4+/qtr),75.7,High,42.3,49.1,89.0,Medium ($50-100),22.3,14.0,Mid (6-15 yrs)
PHY100517,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,0.8,0,148.0,1.0,147.0,2,Medium (2-3/qtr),47.9,Medium,47.9,65.7,73.0,Medium ($50-100),47.2,14.0,Mid (6-15 yrs)
PHY100518,"White Space (High Potential, Under-Engaged)",Cardiology,South,1 - Preferred (low copay),Adopted,5.0,1,130.0,6.0,124.0,2,Medium (2-3/qtr),15.8,Low,29.8,46.0,27.0,Low ($0-50),27.7,1.0,Early (0-5 yrs)
PHY100519,"White Space (High Potential, Under-Engaged)",Internal Medicine,West,2 - Standard,Not adopted,19.9,0,204.0,41.0,163.0,1,Low (0-1/qtr),83.1,High,13.0,20.9,55.0,Medium ($50-100),39.2,8.0,Mid (6-15 yrs)
PHY100520,Access-Constrained,Internal Medicine,South,3 - Restricted (high copay),Not adopted,18.8,0,198.0,37.0,161.0,5,High (4+/qtr),74.8,High,60.4,61.4,104.0,High ($100+),28.5,17.0,Senior (16+ yrs)
PHY100521,Advocates (High Adopters),Endocrinology,South,1 - Preferred (low copay),Adopted,28.2,1,234.0,66.0,168.0,4,High (4+/qtr),49.3,Medium,69.3,33.8,55.0,Medium ($50-100),46.4,17.0,Senior (16+ yrs)
PHY100522,Access-Constrained,Cardiology,Northeast,3 - Restricted (high copay),Not adopted,2.2,0,225.0,5.0,220.0,1,Low (0-1/qtr),23.0,Low,14.2,23.5,116.0,High ($100+),40.1,6.0,Mid (6-15 yrs)
PHY100523,"White Space (High Potential, Under-Engaged)",Primary Care,West,1 - Preferred (low copay),Adopted,21.6,1,248.0,54.0,194.0,2,Medium (2-3/qtr),37.1,Medium,57.4,29.6,77.0,Medium ($50-100),31.3,15.0,Mid (6-15 yrs)
PHY100524,Advocates (High Adopters),Cardiology,Midwest,2 - Standard,Not adopted,13.6,0,180.0,24.0,156.0,5,High (4+/qtr),9.9,Low,71.7,55.7,77.0,Medium ($50-100),22.2,21.0,Senior (16+ yrs)
PHY100525,Advocates (High Adopters),Endocrinology,West,1 - Preferred (low copay),Adopted,50.1,1,198.0,99.0,99.0,7,High (4+/qtr),70.8,High,61.9,48.1,61.0,Medium ($50-100),42.0,19.0,Senior (16+ yrs)
PHY100526,Advocates (High Adopters),Internal Medicine,Midwest,2 - Standard,Not adopted,16.9,0,211.0,36.0,175.0,6,High (4+/qtr),14.7,Low,41.7,7.3,58.0,Medium ($50-100),19.8,13.0,Mid (6-15 yrs)
PHY100527,Access-Constrained,Internal Medicine,South,3 - Restricted (high copay),Not adopted,5.5,0,188.0,10.0,178.0,5,High (4+/qtr),56.3,Medium,31.1,42.3,76.0,Medium ($50-100),44.4,11.0,Mid (6-15 yrs)
PHY100528,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,0.5,0,156.0,1.0,155.0,1,Low (0-1/qtr),31.4,Low,51.6,73.4,73.0,Medium ($50-100),77.4,10.0,Mid (6-15 yrs)
PHY100529,Access-Constrained,Endocrinology,Northeast,3 - Restricted (high copay),Not adopted,3.1,0,160.0,5.0,155.0,4,High (4+/qtr),18.6,Low,55.0,41.0,126.0,High ($100+),58.3,17.0,Senior (16+ yrs)
PHY100530,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,20.3,0,131.0,27.0,104.0,6,High (4+/qtr),55.2,Medium,51.9,46.7,77.0,Medium ($50-100),48.8,15.0,Mid (6-15 yrs)
PHY100531,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,2.3,0,205.0,5.0,200.0,4,High (4+/qtr),42.7,Medium,46.4,70.9,63.0,Medium ($50-100),36.7,18.0,Senior (16+ yrs)
PHY100532,Advocates (High Adopters),Endocrinology,South,2 - Standard,Not adopted,12.8,0,174.0,22.0,152.0,8,High (4+/qtr),68.4,High,28.3,65.9,83.0,Medium ($50-100),8.9,15.0,Mid (6-15 yrs)
PHY100533,Access-Constrained,Primary Care,West,3 - Restricted (high copay),Not adopted,3.0,0,140.0,4.0,136.0,4,High (4+/qtr),22.1,Low,58.5,70.4,79.0,Medium ($50-100),18.2,20.0,Senior (16+ yrs)
PHY100534,Access-Constrained,Cardiology,West,2 - Standard,Not adopted,7.2,0,140.0,10.0,130.0,3,Medium (2-3/qtr),33.3,Medium,59.4,0.0,127.0,High ($100+),57.2,15.0,Mid (6-15 yrs)
PHY100535,Access-Constrained,Cardiology,West,3 - Restricted (high copay),Not adopted,0.3,0,107.0,0.0,107.0,2,Medium (2-3/qtr),0.0,Low,54.0,84.7,96.0,Medium ($50-100),26.2,19.0,Senior (16+ yrs)
PHY100536,Advocates (High Adopters),Primary Care,Northeast,1 - Preferred (low copay),Not adopted,6.1,0,239.0,15.0,224.0,3,Medium (2-3/qtr),1.9,Low,52.2,62.7,77.0,Medium ($50-100),27.5,20.0,Senior (16+ yrs)
PHY100537,Access-Constrained,Cardiology,South,2 - Standard,Not adopted,10.0,0,185.0,18.0,167.0,3,Medium (2-3/qtr),89.6,High,83.6,99.2,112.0,High ($100+),35.5,8.0,Mid (6-15 yrs)
PHY100538,"White Space (High Potential, Under-Engaged)",Cardiology,West,2 - Standard,Not adopted,27.9,0,128.0,36.0,92.0,2,Medium (2-3/qtr),95.8,High,37.5,34.4,61.0,Medium ($50-100),22.1,1.0,Early (0-5 yrs)
PHY100539,Advocates (High Adopters),Internal Medicine,Midwest,1 - Preferred (low copay),Adopted,36.4,1,229.0,83.0,146.0,6,High (4+/qtr),52.0,Medium,75.6,14.7,62.0,Medium ($50-100),19.6,25.0,Senior (16+ yrs)
PHY100540,Advocates (High Adopters),Internal Medicine,Northeast,1 - Preferred (low copay),Not adopted,16.5,0,146.0,24.0,122.0,4,High (4+/qtr),31.9,Low,35.3,50.1,74.0,Medium ($50-100),37.2,16.0,Senior (16+ yrs)
PHY100541,Access-Constrained,Primary Care,West,3 - Restricted (high copay),Not adopted,4.2,0,96.0,4.0,92.0,0,Low (0-1/qtr),43.4,Medium,72.2,44.5,113.0,High ($100+),24.6,2.0,Early (0-5 yrs)
PHY100542,Access-Constrained,Internal Medicine,South,2 - Standard,Not adopted,7.7,0,241.0,19.0,222.0,1,Low (0-1/qtr),69.2,High,74.7,63.1,94.0,Medium ($50-100),26.9,9.0,Mid (6-15 yrs)
PHY100543,Advocates (High Adopters),Internal Medicine,South,1 - Preferred (low copay),Not adopted,7.6,0,148.0,11.0,137.0,6,High (4+/qtr),38.7,Medium,44.1,71.5,27.0,Low ($0-50),26.3,19.0,Senior (16+ yrs)
PHY100544,Advocates (High Adopters),Cardiology,West,2 - Standard,Adopted,30.9,1,155.0,48.0,107.0,8,High (4+/qtr),55.2,Medium,83.2,48.3,99.0,Medium ($50-100),45.8,12.0,Mid (6-15 yrs)
PHY100545,"White Space (High Potential, Under-Engaged)",Primary Care,South,2 - Standard,Not adopted,6.4,0,182.0,12.0,170.0,1,Low (0-1/qtr),49.7,Medium,59.4,45.2,73.0,Medium ($50-100),34.5,10.0,Mid (6-15 yrs)
PHY100546,Access-Constrained,Endocrinology,Midwest,2 - Standard,Not adopted,3.5,0,249.0,9.0,240.0,1,Low (0-1/qtr),37.5,Medium,32.5,60.5,94.0,Medium ($50-100),35.3,24.0,Senior (16+ yrs)
PHY100547,Access-Constrained,Cardiology,Midwest,3 - Restricted (high copay),Not adopted,1.5,0,181.0,3.0,178.0,1,Low (0-1/qtr),38.4,Medium,42.5,44.9,133.0,High ($100+),47.0,7.0,Mid (6-15 yrs)
PHY100548,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,6.5,0,108.0,7.0,101.0,4,High (4+/qtr),56.5,Medium,72.7,43.2,127.0,High ($100+),35.9,8.0,Mid (6-15 yrs)
PHY100549,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,2.8,0,213.0,6.0,207.0,0,Low (0-1/qtr),28.5,Low,68.5,70.7,94.0,Medium ($50-100),33.8,15.0,Mid (6-15 yrs)
PHY100550,Advocates (High Adopters),Primary Care,West,2 - Standard,Not adopted,2.9,0,151.0,4.0,147.0,5,High (4+/qtr),59.9,Medium,28.8,75.2,101.0,High ($100+),45.1,17.0,Senior (16+ yrs)
PHY100551,Access-Constrained,Cardiology,West,2 - Standard,Not adopted,3.8,0,293.0,11.0,282.0,3,Medium (2-3/qtr),39.6,Medium,47.2,71.7,102.0,High ($100+),48.0,17.0,Senior (16+ yrs)
PHY100552,Access-Constrained,Cardiology,Midwest,3 - Restricted (high copay),Not adopted,1.4,0,180.0,3.0,177.0,1,Low (0-1/qtr),52.8,Medium,54.1,46.6,147.0,High ($100+),35.8,20.0,Senior (16+ yrs)
PHY100553,"White Space (High Potential, Under-Engaged)",Internal Medicine,Midwest,1 - Preferred (low copay),Adopted,68.8,1,46.0,32.0,14.0,1,Low (0-1/qtr),80.4,High,39.8,7.2,59.0,Medium ($50-100),39.2,15.0,Mid (6-15 yrs)
PHY100554,"White Space (High Potential, Under-Engaged)",Cardiology,West,1 - Preferred (low copay),Not adopted,35.0,0,201.0,70.0,131.0,1,Low (0-1/qtr),46.3,Medium,97.2,47.0,64.0,Medium ($50-100),26.3,17.0,Senior (16+ yrs)
PHY100555,Access-Constrained,Endocrinology,Northeast,3 - Restricted (high copay),Not adopted,7.9,0,297.0,23.0,274.0,2,Medium (2-3/qtr),70.2,High,54.7,34.8,133.0,High ($100+),25.1,12.0,Mid (6-15 yrs)
PHY100556,Access-Constrained,Endocrinology,South,3 - Restricted (high copay),Not adopted,2.5,0,275.0,7.0,268.0,4,High (4+/qtr),10.6,Low,48.8,47.4,98.0,Medium ($50-100),49.5,14.0,Mid (6-15 yrs)
PHY100557,Advocates (High Adopters),Primary Care,South,2 - Standard,Adopted,11.2,1,290.0,32.0,258.0,4,High (4+/qtr),39.7,Medium,73.8,36.6,52.0,Medium ($50-100),44.7,15.0,Mid (6-15 yrs)
PHY100558,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,4.1,0,119.0,5.0,114.0,3,Medium (2-3/qtr),50.6,Medium,42.7,49.6,97.0,Medium ($50-100),44.8,16.0,Senior (16+ yrs)
PHY100559,Access-Constrained,Primary Care,Northeast,2 - Standard,Adopted,18.7,1,235.0,44.0,191.0,2,Medium (2-3/qtr),92.3,High,70.1,29.2,80.0,Medium ($50-100),42.2,19.0,Senior (16+ yrs)
PHY100560,Access-Constrained,Cardiology,South,2 - Standard,Not adopted,2.3,0,137.0,3.0,134.0,2,Medium (2-3/qtr),6.9,Low,16.6,24.4,55.0,Medium ($50-100),38.7,18.0,Senior (16+ yrs)
PHY100561,"White Space (High Potential, Under-Engaged)",Endocrinology,Midwest,1 - Preferred (low copay),Not adopted,7.3,0,193.0,14.0,179.0,2,Medium (2-3/qtr),47.9,Medium,40.9,74.5,73.0,Medium ($50-100),48.4,14.0,Mid (6-15 yrs)
PHY100562,"White Space (High Potential, Under-Engaged)",Internal Medicine,South,1 - Preferred (low copay),Not adopted,9.7,0,104.0,10.0,94.0,0,Low (0-1/qtr),82.0,High,71.0,30.6,96.0,Medium ($50-100),52.0,8.0,Mid (6-15 yrs)
PHY100563,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,2 - Standard,Not adopted,17.3,0,141.0,24.0,117.0,1,Low (0-1/qtr),32.7,Low,81.4,50.0,44.0,Low ($0-50),51.7,14.0,Mid (6-15 yrs)
PHY100564,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,3.4,0,139.0,5.0,134.0,6,High (4+/qtr),45.3,Medium,34.5,69.1,111.0,High ($100+),36.5,14.0,Mid (6-15 yrs)
